,COAST,date,Farenheit_Temperature,Inches_Rain
237,12423.04,2024-01-11 12:00:00,22.3065,0.4
238,12587.7,2024-01-11 13:00:00,23.6565,0.3
239,12652.8,2024-01-11 14:00:00,23.706501,0.2
240,12658.72,2024-01-11 15:00:00,23.456501,0.0
241,12611.37,2024-01-11 16:00:00,22.706501,0.0
242,12713.37,2024-01-11 17:00:00,21.7565,0.0
243,12837.52,2024-01-11 18:00:00,19.9065,0.0
244,12721.95,2024-01-11 19:00:00,20.4065,0.1
245,12581.93,2024-01-11 20:00:00,20.2565,0.1
246,12267.58,2024-01-11 21:00:00,20.4065,0.1
247,11753.41,2024-01-11 22:00:00,19.8065,0.1
248,11192.47,2024-01-11 23:00:00,19.706501,0.1
249,10490.07,2024-01-12 01:00:00,20.0565,0.0
250,10341.35,2024-01-12 02:00:00,19.956501,0.0
251,10361.01,2024-01-12 03:00:00,20.1065,0.0
252,10439.57,2024-01-12 04:00:00,18.9065,1.8
253,10858.67,2024-01-12 05:00:00,17.706501,0.0
254,11383.79,2024-01-12 06:00:00,16.3065,0.0
255,11651.11,2024-01-12 07:00:00,16.6565,0.0
256,11862.52,2024-01-12 08:00:00,15.1565,0.0
257,12024.24,2024-01-12 09:00:00,14.7565,0.0
258,12192.53,2024-01-12 10:00:00,11.4565,0.0
259,12324.68,2024-01-12 11:00:00,10.106501,0.0
260,12330.39,2024-01-12 12:00:00,9.9065,0.0
261,12294.07,2024-01-12 13:00:00,9.7065,0.0
262,12238.73,2024-01-12 14:00:00,9.8065,0.0
263,12262.55,2024-01-12 15:00:00,10.0565,0.0
264,12298.47,2024-01-12 16:00:00,9.9065,0.0
265,12702.3,2024-01-12 17:00:00,9.0565,0.0
266,13212.36,2024-01-12 18:00:00,7.8065,0.0
267,13335.95,2024-01-12 19:00:00,7.6064997,0.0
268,13330.87,2024-01-12 20:00:00,6.3564997,0.0
269,13298.53,2024-01-12 21:00:00,5.2565,0.0
270,13083.5,2024-01-12 22:00:00,4.0565,0.0
271,12849.61,2024-01-12 23:00:00,3.6565,0.0
272,12359.9,2024-01-13 01:00:00,3.1065,0.0
273,12333.45,2024-01-13 02:00:00,3.1065,0.0
274,12377.48,2024-01-13 03:00:00,2.8565,0.0
275,12591.55,2024-01-13 04:00:00,2.6065,0.0
276,12879.1,2024-01-13 05:00:00,2.3065,0.0
277,13384.27,2024-01-13 06:00:00,2.4065,0.0
278,13793.15,2024-01-13 07:00:00,1.6065,0.0
279,13752.4,2024-01-13 08:00:00,3.3065,0.0
280,13359.06,2024-01-13 09:00:00,7.1565,0.0
281,12841.09,2024-01-13 10:00:00,10.6565,0.0
282,12337.25,2024-01-13 11:00:00,13.356501,0.0
283,11868.42,2024-01-13 12:00:00,15.0565,0.0
284,11515.87,2024-01-13 13:00:00,16.206501,0.0
285,11249.87,2024-01-13 14:00:00,16.7565,0.0
286,11180.95,2024-01-13 15:00:00,16.7565,0.0
287,11227.34,2024-01-13 16:00:00,16.3065,0.0
288,11633.16,2024-01-13 17:00:00,15.0065,0.0
289,11960.42,2024-01-13 18:00:00,13.7565,0.0
290,11965.54,2024-01-13 19:00:00,13.5565,0.0
291,11919.58,2024-01-13 20:00:00,12.5565,0.0
292,11729.32,2024-01-13 21:00:00,11.4565,0.0
293,11530.49,2024-01-13 22:00:00,10.2565,0.0
294,11264.64,2024-01-13 23:00:00,10.106501,0.0
295,10857.23,2024-01-14 01:00:00,9.1565,0.0
296,10779.47,2024-01-14 02:00:00,10.0565,0.0
297,10768.62,2024-01-14 03:00:00,8.9565,0.0
298,10913.2,2024-01-14 04:00:00,7.9065,0.0
299,11230.9,2024-01-14 05:00:00,7.4065,0.0
300,11697.41,2024-01-14 06:00:00,5.6064997,0.0
301,12180.9,2024-01-14 07:00:00,4.6064997,0.0
302,12600.11,2024-01-14 08:00:00,4.5565,0.0
303,12786.91,2024-01-14 09:00:00,5.2064996,0.0
304,12707.46,2024-01-14 10:00:00,6.5565,0.0
305,12577.34,2024-01-14 11:00:00,8.5565,0.0
306,12415.03,2024-01-14 12:00:00,9.0565,0.0
307,12213.11,2024-01-14 13:00:00,9.4065,0.0
308,12102.6,2024-01-14 14:00:00,9.3065,0.0
309,12208.98,2024-01-14 15:00:00,8.9565,0.0
310,12524.96,2024-01-14 16:00:00,8.2065,0.0
311,13210.42,2024-01-14 17:00:00,7.6565,0.0
312,13963.08,2024-01-14 18:00:00,7.1064997,0.0
313,14373.3,2024-01-14 19:00:00,2.8565,0.0
314,14542.47,2024-01-14 20:00:00,2.2065,0.0
315,14553.22,2024-01-14 21:00:00,1.7565,0.0
316,14369.45,2024-01-14 22:00:00,1.7565,0.0
317,14119.87,2024-01-14 23:00:00,1.4565,0.0
318,14081.51,2024-01-15 01:00:00,1.0565,0.0
319,14113.46,2024-01-15 02:00:00,0.8065,0.0
320,14243.84,2024-01-15 03:00:00,1.1065,0.0
321,14502.81,2024-01-15 04:00:00,1.1065,0.0
322,15013.23,2024-01-15 05:00:00,1.5065,0.0
323,15649.12,2024-01-15 06:00:00,1.3565,0.0
324,16131.74,2024-01-15 07:00:00,-0.8935,0.1
325,16593.36,2024-01-15 08:00:00,-1.0935,0.5
326,17148.63,2024-01-15 09:00:00,-0.6435,0.2
327,17545.3,2024-01-15 10:00:00,-0.5935,1.8
328,17811.01,2024-01-15 11:00:00,0.7065,0.1
329,17881.26,2024-01-15 12:00:00,0.4065,0.0
330,17935.44,2024-01-15 13:00:00,0.4065,0.0
331,17901.07,2024-01-15 14:00:00,1.0065,0.1
332,17905.36,2024-01-15 15:00:00,0.8565,0.1
333,17994.39,2024-01-15 16:00:00,1.4565,0.0
334,18396.91,2024-01-15 17:00:00,1.3565,0.0
335,18571.45,2024-01-15 18:00:00,1.2065,0.0
336,18394.73,2024-01-15 19:00:00,-2.7935,0.0
337,18252.6,2024-01-15 20:00:00,-3.1435,0.0
338,17992.03,2024-01-15 21:00:00,-3.4935,0.0
339,17532.09,2024-01-15 22:00:00,-4.1935,0.0
340,17119.98,2024-01-15 23:00:00,-4.5935,0.0
341,16818.84,2024-01-16 01:00:00,-5.0935,0.0
342,16807.53,2024-01-16 02:00:00,-5.0935,0.0
343,16863.81,2024-01-16 03:00:00,-5.1935,0.0
344,17098.67,2024-01-16 04:00:00,-5.3935003,0.0
345,17523.02,2024-01-16 05:00:00,-5.7935004,0.0
346,17901.7,2024-01-16 06:00:00,-6.2935004,0.0
347,18041.84,2024-01-16 07:00:00,-7.3935003,0.0
348,18094.55,2024-01-16 08:00:00,-7.1435003,0.0
349,18034.77,2024-01-16 09:00:00,-5.8435,0.0
350,17824.12,2024-01-16 10:00:00,-4.5435004,0.0
351,17576.41,2024-01-16 11:00:00,-2.8435,0.0
352,17296.35,2024-01-16 12:00:00,-1.5435,0.0
353,16790.72,2024-01-16 13:00:00,-0.3935,0.0
354,16294.75,2024-01-16 14:00:00,0.4565,0.0
355,16025.43,2024-01-16 15:00:00,0.9065,0.0
356,16082.23,2024-01-16 16:00:00,0.8565,0.0
357,16705.01,2024-01-16 17:00:00,0.1065,0.0
358,17289.76,2024-01-16 18:00:00,-1.2935,0.0
359,17497.02,2024-01-16 19:00:00,-1.9435,0.0
360,17591.91,2024-01-16 20:00:00,-2.6435,0.0
361,17392.26,2024-01-16 21:00:00,-3.2435,0.0
362,16890.32,2024-01-16 22:00:00,-3.8435,0.0
363,16535.44,2024-01-16 23:00:00,-4.3935003,0.0
364,16691.86,2024-01-17 01:00:00,-4.9935,0.0
365,16713.37,2024-01-17 02:00:00,-5.0435004,0.0
366,16814.49,2024-01-17 03:00:00,-5.2435,0.0
367,17104.51,2024-01-17 04:00:00,-5.3935003,0.0
368,17658.76,2024-01-17 05:00:00,-5.4435,0.0
369,18425.76,2024-01-17 06:00:00,-5.3935003,0.0
370,18657.85,2024-01-17 07:00:00,-6.3935003,0.0
371,18343.23,2024-01-17 08:00:00,-5.7435,0.0
372,17737.36,2024-01-17 09:00:00,-3.3935,0.0
373,16991.75,2024-01-17 10:00:00,-0.5935,0.0
374,16143.86,2024-01-17 11:00:00,1.9065,0.0
375,15475.94,2024-01-17 12:00:00,3.4065,0.0
376,14963.56,2024-01-17 13:00:00,4.7565,0.0
377,14611.04,2024-01-17 14:00:00,6.6565,0.0
378,14529.35,2024-01-17 15:00:00,7.4065,0.0
379,14737.27,2024-01-17 16:00:00,8.0565,0.0
380,15315.72,2024-01-17 17:00:00,7.7064996,0.0
381,15684.89,2024-01-17 18:00:00,6.7565,0.0
382,15588.06,2024-01-17 19:00:00,5.2064996,0.0
383,15393.82,2024-01-17 20:00:00,6.5065,0.0
384,14930.96,2024-01-17 21:00:00,7.5065,0.0
385,14196.54,2024-01-17 22:00:00,8.2065,0.0
386,13500.88,2024-01-17 23:00:00,9.0565,0.0
387,12635.68,2024-01-18 01:00:00,10.7565,0.0
388,12521.12,2024-01-18 02:00:00,11.0565,0.0
389,12479.97,2024-01-18 03:00:00,11.2065,0.0
390,12643.69,2024-01-18 04:00:00,11.356501,0.0
391,13079.87,2024-01-18 05:00:00,10.9565,0.0
392,13717.73,2024-01-18 06:00:00,10.0065,0.0
393,13862.65,2024-01-18 07:00:00,9.9065,0.0
394,13659.9,2024-01-18 08:00:00,10.2565,0.0
395,13408.2,2024-01-18 09:00:00,11.2065,0.0
396,13079.2,2024-01-18 10:00:00,12.9565,0.0
397,12767.84,2024-01-18 11:00:00,14.1565,0.0
398,12538.18,2024-01-18 12:00:00,15.6565,0.0
399,12329.08,2024-01-18 13:00:00,17.456501,0.0
400,12088.52,2024-01-18 14:00:00,19.4065,0.0
401,12017.71,2024-01-18 15:00:00,19.956501,0.0
402,11947.3,2024-01-18 16:00:00,20.7565,0.0
403,12088.09,2024-01-18 17:00:00,19.3565,0.0
404,12493.89,2024-01-18 18:00:00,15.9565,0.0
405,12534.01,2024-01-18 19:00:00,13.9565,0.0
406,12416.76,2024-01-18 20:00:00,12.606501,0.0
407,12204.84,2024-01-18 21:00:00,11.856501,0.0
408,11831.35,2024-01-18 22:00:00,10.7565,0.0
409,11522.73,2024-01-18 23:00:00,10.0065,0.0
410,11067.77,2024-01-19 01:00:00,9.9565,0.0
411,11120.22,2024-01-19 02:00:00,9.4565,0.0
412,11275.88,2024-01-19 03:00:00,8.856501,0.0
413,11661.55,2024-01-19 04:00:00,7.7565,0.0
414,12352.47,2024-01-19 05:00:00,6.8564997,0.0
415,13331.01,2024-01-19 06:00:00,6.2064996,0.0
416,13850.87,2024-01-19 07:00:00,6.3564997,0.0
417,13793.63,2024-01-19 08:00:00,6.4564996,0.0
418,13773.87,2024-01-19 09:00:00,7.6064997,0.0
419,13625.64,2024-01-19 10:00:00,8.606501,0.0
420,13262.57,2024-01-19 11:00:00,9.5565,0.0
421,12925.72,2024-01-19 12:00:00,10.4065,0.0
422,12737.21,2024-01-19 13:00:00,11.0565,0.0
423,12566.76,2024-01-19 14:00:00,11.5065,0.0
424,12459.11,2024-01-19 15:00:00,11.3065,0.0
425,12529.48,2024-01-19 16:00:00,10.4565,0.0
426,13071.77,2024-01-19 17:00:00,8.9565,0.0
427,13850.25,2024-01-19 18:00:00,7.1565,0.0
428,14098.13,2024-01-19 19:00:00,7.5065,0.0
429,14297.1,2024-01-19 20:00:00,6.4564996,0.0
430,14324.6,2024-01-19 21:00:00,5.5565,0.0
431,14153.48,2024-01-19 22:00:00,4.6064997,0.0
432,13992.95,2024-01-19 23:00:00,3.6565,0.0
433,13817.69,2024-01-20 01:00:00,2.0565,0.0
434,13886.9,2024-01-20 02:00:00,1.3565,0.0
435,14027.88,2024-01-20 03:00:00,0.7565,0.0
436,14362.86,2024-01-20 04:00:00,0.2565,0.0
437,14733.71,2024-01-20 05:00:00,-0.2435,0.0
438,15249.64,2024-01-20 06:00:00,-0.6435,0.0
439,15633.89,2024-01-20 07:00:00,-0.7435,0.0
440,15632.24,2024-01-20 08:00:00,-0.5435,0.0
441,15364.53,2024-01-20 09:00:00,0.5065,0.0
442,14983.78,2024-01-20 10:00:00,1.8065,0.0
443,14573.69,2024-01-20 11:00:00,3.3065,0.0
444,14052.12,2024-01-20 12:00:00,4.7064996,0.0
445,13562.31,2024-01-20 13:00:00,5.9065,0.0
446,13155.24,2024-01-20 14:00:00,6.9065,0.0
447,12954.2,2024-01-20 15:00:00,7.5065,0.0
448,12986.13,2024-01-20 16:00:00,7.6064997,0.0
449,13494.68,2024-01-20 17:00:00,7.1565,0.0
450,14074.95,2024-01-20 18:00:00,5.5565,0.0
451,14192.64,2024-01-20 19:00:00,5.0565,0.0
452,14115.98,2024-01-20 20:00:00,5.2064996,0.0
453,13898.14,2024-01-20 21:00:00,5.3065,0.0
454,13665.57,2024-01-20 22:00:00,5.5565,0.0
455,13331.04,2024-01-20 23:00:00,5.1565,0.0
456,12893.58,2024-01-21 01:00:00,4.1565,0.0
457,12845.81,2024-01-21 02:00:00,3.6065,0.0
458,12877.87,2024-01-21 03:00:00,3.0565,0.0
459,13016.13,2024-01-21 04:00:00,2.5565,0.0
460,13257.45,2024-01-21 05:00:00,2.2065,0.0
461,13650.04,2024-01-21 06:00:00,2.0065,0.0
462,14055.64,2024-01-21 07:00:00,2.1065,0.0
463,14423.41,2024-01-21 08:00:00,2.0565,0.0
464,14801.34,2024-01-21 09:00:00,2.0565,0.0
465,15058.94,2024-01-21 10:00:00,2.6065,0.0
466,15027.57,2024-01-21 11:00:00,3.1565,0.0
467,14933.78,2024-01-21 12:00:00,3.7565,0.0
468,14836.56,2024-01-21 13:00:00,4.3065,0.1
469,14762.63,2024-01-21 14:00:00,4.4065,0.2
470,14846.45,2024-01-21 15:00:00,4.3564997,0.2
471,14986.99,2024-01-21 16:00:00,4.5065,0.0
472,15282.87,2024-01-21 17:00:00,4.7565,0.0
473,15469.24,2024-01-21 18:00:00,5.2064996,0.0
474,15342.05,2024-01-21 19:00:00,4.3065,0.1
475,14994.7,2024-01-21 20:00:00,4.2565,0.3
476,14629.15,2024-01-21 21:00:00,4.8564997,0.1
